,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter,MinIntensity,MeanIntensity,MaxIntensity
222,79.25,10.045109950630787,-82.8688293930093,11.596644136978759,8.783303536958897,33.435028842544405,158,210.7981072555205,229
223,4.5,2.393653682408596,66.89058630010258,2.7712967309465366,1.9966424556519138,6.414213562373095,158,198.11111111111111,219
224,5.5,2.6462837142006137,-90.00003218077504,3.2333489534143163,2.135880022631042,7.414213562373095,165,205.5909090909091,240
225,124.5,12.590406002966217,-49.93937376614111,13.79929947668899,11.778313557283079,42.92031021678297,158,202.17871485943775,224
226,319.25,20.16139193252045,-79.45627504874408,21.257922336543135,21.062234439926712,95.42640687119285,158,211.87235708692248,237
227,3.75,2.1850968611841584,45.00001609038752,2.3094010767585034,2.0132891827388666,5.707106781186548,173,196.0,225
228,39.25,7.069275219628611,22.430301244019912,8.677584201522382,5.958048992182975,23.727922061357855,159,200.71974522292993,220
229,35.25,6.699380116989518,87.10224307573522,7.955807137637677,5.768581508282243,22.363961030678926,158,206.25531914893617,225
230,127.0,12.716187407449045,-46.7996378322532,19.584205748407182,9.285972390915836,53.67766952966369,158,206.20669291338584,230
231,15.5,4.442433223290478,2.456313890824158,5.451180043610034,4.052405835059322,14.949747468305832,158,203.24193548387098,232
232,84.0,10.341765891652821,33.39227665521855,12.494205271861029,8.898653869566997,40.902543263816604,158,206.09821428571428,226
233,39.75,7.1141599576634995,6.909366894995786,8.749449235800713,5.976243124711373,23.65685424949238,162,202.49056603773585,219
234,27.5,5.917270272703197,-73.31984083043709,7.330469294220496,4.899359555974828,19.535533905932738,159,205.38181818181818,221
